"OTU"	"Sample"	"Abundance"	"perc_SWHC"	"soil_type"	"block"	"product_name"	"cog_access"	"cog_name"	"cog_function"	"cog_category"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"gene_id_664795"	"IR_50_3"	747.837049471245	"50"	"IR"	"3"	"CsgD"	"COG2771"	"CsgD"	"DNA-binding HTH domain-containing proteins"	"Transcription"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas citronellolis"
"gene_id_8435090"	"IR_50_3"	747.837049471245	"50"	"IR"	"3"	"COG3429"	"COG3429"	"COG3429"	"Glucose-6-P dehydrogenase subunit"	"Carbohydrate transport and metabolism"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Polyangiaceae"	"Sorangium"	"Sorangium cellulosum"
"gene_id_858788"	"IR_50_3"	747.837049471245	"50"	"IR"	"3"	"COG4799"	"COG4799"	"COG4799"	"Acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha and beta)"	"Lipid metabolism"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Solirubrobacterales"	"Conexibacteraceae"	"Conexibacter"	"Conexibacter woesei"
"gene_id_10291683"	"DL_5_1"	747.351037223274	"5"	"DL"	"1"	"UbiE"	"COG2226"	"UbiE"	"Methylase involved in ubiquinone/menaquinone biosynthesis"	"Coenzyme metabolism"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Catenulisporaceae"	"Catenulispora"	"Catenulispora acidiphila"
"gene_id_1760970"	"DL_5_1"	747.351037223274	"5"	"DL"	"1"	"COG2856"	"COG2856"	"COG2856"	"Predicted Zn peptidase"	"Amino acid transport and metabolism"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces venezuelae"
"gene_id_2114434"	"DL_5_1"	747.351037223274	"5"	"DL"	"1"	"nrdR"	"COG1327"	"COG1327"	"Predicted transcriptional regulator, consists of a Zn-ribbon and ATP-cone domains"	"Transcription"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Catenulisporaceae"	"Catenulispora"	"Catenulispora acidiphila"
"gene_id_2337809"	"DL_5_1"	747.351037223274	"5"	"DL"	"1"	"rhaM"	"COG3254"	"COG3254"	"Uncharacterized conserved protein"	"Function unknown"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces cattleya"
"gene_id_7297244"	"DL_5_1"	747.351037223274	"5"	"DL"	"1"	"AppF"	"COG4608"	"AppF"	"ABC-type oligopeptide transport system, ATPase component"	"Amino acid transport and metabolism"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Catenulisporaceae"	"Catenulispora"	"Catenulispora acidiphila"
"gene_id_917230"	"DL_5_1"	747.351037223274	"5"	"DL"	"1"	"COG0675"	"COG0675"	"COG0675"	"Transposase and inactivated derivatives"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces sp. CNQ-509"
"gene_id_12401985"	"DL_5_4"	729.325105158722	"5"	"DL"	"4"	"FabG"	"COG1028"	"FabG"	"Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)"	"Secondary metabolites biosynthesis, transport, and catabolism / General function prediction only"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Catenulisporaceae"	"Catenulispora"	"Catenulispora acidiphila"
"gene_id_1760882"	"DL_5_4"	729.325105158722	"5"	"DL"	"4"	"COG5377"	"COG5377"	"COG5377"	"Phage-related protein, predicted endonuclease"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces venezuelae"
"gene_id_1760917"	"DL_5_4"	729.325105158722	"5"	"DL"	"4"	"dnaB"	"COG0305"	"DnaB"	"Replicative DNA helicase"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces venezuelae"
"gene_id_1761018"	"DL_5_4"	729.325105158722	"5"	"DL"	"4"	"ftsK, spoIIIE"	"COG1674"	"FtsK"	"DNA segregation ATPase FtsK/SpoIIIE and related proteins"	"Cell division and chromosome partitioning"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces venezuelae"
"gene_id_6998373"	"DL_5_4"	729.325105158722	"5"	"DL"	"4"	"COG0433"	"COG0433"	"COG0433"	"HerA helicase"	"Replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Pseudonocardiaceae"	"Saccharothrix"	"Saccharothrix espanaensis"
"gene_id_8835402"	"DL_5_4"	729.325105158722	"5"	"DL"	"4"	"actIII, oxyJ, snoaD, aknA"	"COG1028"	"FabG"	"Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)"	"Secondary metabolites biosynthesis, transport, and catabolism / General function prediction only"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Catenulisporaceae"	"Catenulispora"	"Catenulispora acidiphila"
"gene_id_1760887"	"DL_50_3"	725.747027191818	"50"	"DL"	"3"	"COG4422"	"COG4422"	"COG4422"	"Bacteriophage protein gp37"	"Function unknown"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces venezuelae"
"gene_id_2456578"	"DL_50_3"	725.747027191818	"50"	"DL"	"3"	"COG5323"	"COG5323"	"COG5323"	"Uncharacterized conserved protein"	"Function unknown"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptosporangiaceae"	"Streptosporangium"	"Streptosporangium roseum"
"gene_id_11700123"	"IR_5_5"	725.708194930614	"5"	"IR"	"5"	"COG5280"	"COG5280"	"COG5280"	"Phage-related minor tail protein"	"Function unknown"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Pseudonocardiaceae"	"Actinosynnema"	"Actinosynnema mirum"
"gene_id_4951779"	"IR_5_1"	724.788252026005	"5"	"IR"	"1"	"parB, spo0J"	"COG1475"	"Spo0J"	"Stage 0 sporulation protein J (antagonist of Soj) containing ParB-like nuclease domain"	"Transcription"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces leeuwenhoekii"
"gene_id_11700123"	"DL_5_5"	722.454337392493	"5"	"DL"	"5"	"COG5280"	"COG5280"	"COG5280"	"Phage-related minor tail protein"	"Function unknown"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Pseudonocardiaceae"	"Actinosynnema"	"Actinosynnema mirum"
"gene_id_1760917"	"DL_5_5"	722.454337392493	"5"	"DL"	"5"	"dnaB"	"COG0305"	"DnaB"	"Replicative DNA helicase"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces venezuelae"
"gene_id_2626412"	"DL_5_5"	722.454337392493	"5"	"DL"	"5"	"Pcm"	"COG2518"	"Pcm"	"Protein-L-isoaspartate carboxylmethyltransferase"	"Posttranslational modification, protein turnover, chaperones"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Pseudonocardiaceae"	"Saccharothrix"	"Saccharothrix espanaensis"
"gene_id_4263771"	"DL_5_5"	722.454337392493	"5"	"DL"	"5"	"COG4644"	"COG4644"	"COG4644"	"Transposase and inactivated derivatives, TnpA family"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces pactum"
"gene_id_4354803"	"DL_5_5"	722.454337392493	"5"	"DL"	"5"	"COG3953"	"COG3953"	"COG3953"	"SLT domain proteins"	"General function prediction only"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces autolyticus"
"gene_id_11561868"	"IR_5_2"	720.370955328887	"5"	"IR"	"2"	"K06994"	"COG2409"	"COG2409"	"Predicted drug exporters of the RND superfamily"	"General function prediction only"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Solirubrobacterales"	"Conexibacteraceae"	"Conexibacter"	"Conexibacter woesei"
"gene_id_11700123"	"IR_5_2"	720.370955328887	"5"	"IR"	"2"	"COG5280"	"COG5280"	"COG5280"	"Phage-related minor tail protein"	"Function unknown"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Pseudonocardiaceae"	"Actinosynnema"	"Actinosynnema mirum"
"gene_id_12966993"	"IR_5_2"	720.370955328887	"5"	"IR"	"2"	"fliD"	"COG1345"	"FliD"	"Flagellar capping protein"	"Cell motility and secretion"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Solirubrobacterales"	"Conexibacteraceae"	"Conexibacter"	"Conexibacter woesei"
"gene_id_1761018"	"IR_5_2"	720.370955328887	"5"	"IR"	"2"	"ftsK, spoIIIE"	"COG1674"	"FtsK"	"DNA segregation ATPase FtsK/SpoIIIE and related proteins"	"Cell division and chromosome partitioning"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces venezuelae"
"gene_id_1891778"	"IR_5_2"	720.370955328887	"5"	"IR"	"2"	"Ttg2C"	"COG1463"	"Ttg2C"	"ABC-type transport system involved in resistance to organic solvents, periplasmic component"	"Secondary metabolites biosynthesis, transport, and catabolism"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Solirubrobacterales"	"Conexibacteraceae"	"Conexibacter"	"Conexibacter woesei"
"gene_id_4263771"	"IR_5_2"	720.370955328887	"5"	"IR"	"2"	"COG4644"	"COG4644"	"COG4644"	"Transposase and inactivated derivatives, TnpA family"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces pactum"
"gene_id_10223880"	"IR_5_4"	714.998116852021	"5"	"IR"	"4"	"COG0863"	"COG0863"	"COG0863"	"DNA modification methylase"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"	"Mycobacterium sp. JS623"
"gene_id_10596419"	"DL_50_5"	706.050572501443	"50"	"DL"	"5"	"htpX"	"COG0501"	"HtpX"	"Zn-dependent protease with chaperone function"	"Posttranslational modification, protein turnover, chaperones"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces albireticuli"
"gene_id_10813337"	"DL_50_5"	706.050572501443	"50"	"DL"	"5"	"SoxR"	"COG0789"	"SoxR"	"Predicted transcriptional regulators"	"Transcription"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Catenulisporaceae"	"Catenulispora"	"Catenulispora acidiphila"
"gene_id_11678060"	"DL_50_5"	706.050572501443	"50"	"DL"	"5"	"K06904"	"COG3740"	"COG3740"	"Phage head maturation protease"	"General function prediction only"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces cattleya"
"gene_id_11728863"	"DL_50_5"	706.050572501443	"50"	"DL"	"5"	"VirB4"	"COG3451"	"VirB4"	"Type IV secretory pathway, VirB4 components"	"Intracellular trafficking and secretion"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Catenulisporaceae"	"Catenulispora"	"Catenulispora acidiphila"
"gene_id_3060190"	"DL_50_5"	706.050572501443	"50"	"DL"	"5"	"UbiH"	"COG0654"	"UbiH"	"2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases"	"Coenzyme metabolism / Energy production and conversion"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Novosphingobium"	"Novosphingobium pentaromativorans"
"gene_id_11678071"	"IR_50_4"	705.079746486701	"50"	"IR"	"4"	"COG5412"	"COG5412"	"COG5412"	"Phage-related protein"	"Function unknown"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces cattleya"
"gene_id_5392419"	"IR_50_4"	705.079746486701	"50"	"IR"	"4"	"CaiC"	"COG0318"	"CaiC"	"Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II"	"Lipid metabolism / Secondary metabolites biosynthesis, transport, and catabolism"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Polyangiaceae"	"Sorangium"	"Sorangium cellulosum"
"gene_id_858788"	"IR_50_4"	705.079746486701	"50"	"IR"	"4"	"COG4799"	"COG4799"	"COG4799"	"Acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha and beta)"	"Lipid metabolism"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Solirubrobacterales"	"Conexibacteraceae"	"Conexibacter"	"Conexibacter woesei"
"gene_id_11171295"	"IR_50_1"	704.470410592197	"50"	"IR"	"1"	"dapA"	"COG0329"	"DapA"	"Dihydrodipicolinate synthase/N-acetylneuraminate lyase"	"Amino acid transport and metabolism / Cell envelope biogenesis, outer membrane"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Solirubrobacterales"	"Conexibacteraceae"	"Conexibacter"	"Conexibacter woesei"
"gene_id_11525293"	"DL_5_2"	702.569478094722	"5"	"DL"	"2"	"FolA"	"COG0262"	"FolA"	"Dihydrofolate reductase"	"Coenzyme metabolism"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Catenulisporaceae"	"Catenulispora"	"Catenulispora acidiphila"
"gene_id_12975040"	"DL_5_2"	702.569478094722	"5"	"DL"	"2"	"COG3981"	"COG3981"	"COG3981"	"Predicted acetyltransferase"	"General function prediction only"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Catenulisporaceae"	"Catenulispora"	"Catenulispora acidiphila"
"gene_id_1760847"	"DL_5_2"	702.569478094722	"5"	"DL"	"2"	"mec"	"COG1310"	"COG1310"	"Predicted metal-dependent protease of the PAD1/JAB1 superfamily"	"General function prediction only"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces venezuelae"
"gene_id_2456507"	"DL_5_2"	702.569478094722	"5"	"DL"	"2"	"recT"	"COG3723"	"RecT"	"Recombinational DNA repair protein (RecE pathway)"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptosporangiaceae"	"Streptosporangium"	"Streptosporangium roseum"
"gene_id_4598001"	"DL_5_2"	702.569478094722	"5"	"DL"	"2"	"UGP2, galU, galF"	"COG1210"	"GalU"	"UDP-glucose pyrophosphorylase"	"Cell envelope biogenesis, outer membrane"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Pseudonocardiaceae"	"Pseudonocardia"	"Pseudonocardia dioxanivorans"
"gene_id_7727239"	"DL_5_2"	702.569478094722	"5"	"DL"	"2"	"clpC"	"COG0542"	"clpA"	"ATP-binding subunits of Clp protease and DnaK/DnaJ chaperones"	"Posttranslational modification, protein turnover, chaperones"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Kitasatospora"	"Kitasatospora setae"
"gene_id_1472345"	"DL_5_3"	695.942446125786	"5"	"DL"	"3"	"RPR2, RPP21"	"COG2206"	"COG2206"	"c-di-GMP phosphodiesterase class II (HD-GYP domain)"	"Signal transduction mechanisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Solirubrobacterales"	"Conexibacteraceae"	"Conexibacter"	"Conexibacter woesei"
"gene_id_2038521"	"DL_5_3"	695.942446125786	"5"	"DL"	"3"	"K07045"	"COG2159"	"COG2159"	"Predicted metal-dependent hydrolase of the TIM-barrel fold"	"General function prediction only"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Catenulisporaceae"	"Catenulispora"	"Catenulispora acidiphila"
"gene_id_2456562"	"DL_5_3"	695.942446125786	"5"	"DL"	"3"	"ftsK, spoIIIE"	"COG1674"	"FtsK"	"DNA segregation ATPase FtsK/SpoIIIE and related proteins"	"Cell division and chromosome partitioning"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptosporangiaceae"	"Streptosporangium"	"Streptosporangium roseum"
"gene_id_3319356"	"DL_5_3"	695.942446125786	"5"	"DL"	"3"	"COG3772"	"COG3772"	"COG3772"	"Phage-related lysozyme (muraminidase)"	"General function prediction only"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Burkholderia"	"Burkholderia vietnamiensis"
"gene_id_4748768"	"DL_5_3"	695.942446125786	"5"	"DL"	"3"	"ftsK, spoIIIE"	"COG1674"	"FtsK"	"DNA segregation ATPase FtsK/SpoIIIE and related proteins"	"Cell division and chromosome partitioning"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Micromonosporaceae"	"Actinoplanes"	"Actinoplanes derwentensis"
"gene_id_7251917"	"DL_5_3"	695.942446125786	"5"	"DL"	"3"	"RP-S19, rpsS"	"COG0185"	"RpsS"	"Ribosomal protein S19"	"Translation, ribosomal structure and biogenesis"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Catenulisporaceae"	"Catenulispora"	"Catenulispora acidiphila"
"gene_id_8456564"	"DL_5_3"	695.942446125786	"5"	"DL"	"3"	"K06871"	"COG0641"	"AslB"	"Arylsulfatase regulator (Fe-S oxidoreductase)"	"General function prediction only"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Catenulisporaceae"	"Catenulispora"	"Catenulispora acidiphila"
"gene_id_9708141"	"DL_5_3"	695.942446125786	"5"	"DL"	"3"	"map"	"COG0024"	"Map"	"Methionine aminopeptidase"	"Translation, ribosomal structure and biogenesis"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Pseudonocardiaceae"	"Amycolatopsis"	"Amycolatopsis methanolica"
"gene_id_11561868"	"DL_50_1"	694.646229732832	"50"	"DL"	"1"	"K06994"	"COG2409"	"COG2409"	"Predicted drug exporters of the RND superfamily"	"General function prediction only"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Solirubrobacterales"	"Conexibacteraceae"	"Conexibacter"	"Conexibacter woesei"
"gene_id_11955491"	"DL_50_1"	694.646229732832	"50"	"DL"	"1"	"Smc"	"COG1196"	"Smc"	"Chromosome segregation ATPases"	"Cell division and chromosome partitioning"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces cyaneogriseus"
"gene_id_12652398"	"DL_50_1"	694.646229732832	"50"	"DL"	"1"	"xerC"	"COG4974"	"XerD"	"Site-specific recombinase XerD"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Nocardiaceae"	"Nocardia"	"Nocardia farcinica"
"gene_id_12975040"	"DL_50_1"	694.646229732832	"50"	"DL"	"1"	"COG3981"	"COG3981"	"COG3981"	"Predicted acetyltransferase"	"General function prediction only"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Catenulisporaceae"	"Catenulispora"	"Catenulispora acidiphila"
"gene_id_2456436"	"DL_50_1"	694.646229732832	"50"	"DL"	"1"	"PinR"	"COG1961"	"PinR"	"Site-specific recombinases, DNA invertase Pin homologs"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptosporangiaceae"	"Streptosporangium"	"Streptosporangium roseum"
"gene_id_4444029"	"DL_50_1"	694.646229732832	"50"	"DL"	"1"	"SpoIIAA"	"COG1366"	"SpoIIAA"	"Anti-anti-sigma regulatory factor (antagonist of anti-sigma factor)"	"Signal transduction mechanisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces lydicus"
"gene_id_4649377"	"DL_50_1"	694.646229732832	"50"	"DL"	"1"	"GloB"	"COG0491"	"GloB"	"Zn-dependent hydrolases, including glyoxylases"	"General function prediction only"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Micromonosporaceae"	"Micromonospora"	"Micromonospora echinaurantiaca"
"gene_id_7297186"	"DL_50_1"	694.646229732832	"50"	"DL"	"1"	"IlvA"	"COG1171"	"IlvA"	"Threonine dehydratase"	"Amino acid transport and metabolism"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Catenulisporaceae"	"Catenulispora"	"Catenulispora acidiphila"
"gene_id_10223880"	"DL_50_2"	688.665180659417	"50"	"DL"	"2"	"COG0863"	"COG0863"	"COG0863"	"DNA modification methylase"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"	"Mycobacterium sp. JS623"
"gene_id_10813337"	"DL_50_2"	688.665180659417	"50"	"DL"	"2"	"SoxR"	"COG0789"	"SoxR"	"Predicted transcriptional regulators"	"Transcription"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Catenulisporaceae"	"Catenulispora"	"Catenulispora acidiphila"
"gene_id_10852633"	"DL_50_2"	688.665180659417	"50"	"DL"	"2"	"ArgE"	"COG0624"	"ArgE"	"Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase and related deacylases"	"Amino acid transport and metabolism"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces cattleya"
"gene_id_11041130"	"DL_50_2"	688.665180659417	"50"	"DL"	"2"	"cydB"	"COG1294"	"AppB"	"Cytochrome bd-type quinol oxidase, subunit 2"	"Energy production and conversion"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Catenulisporaceae"	"Catenulispora"	"Catenulispora acidiphila"
"gene_id_11807880"	"DL_50_2"	688.665180659417	"50"	"DL"	"2"	"NosY"	"COG1277"	"NosY"	"ABC-type transport system involved in multi-copper enzyme maturation, permease component"	"General function prediction only"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Pseudonocardiaceae"	"Amycolatopsis"	"Amycolatopsis methanolica"
"gene_id_2438666"	"DL_50_2"	688.665180659417	"50"	"DL"	"2"	"AtoD"	"COG1788"	"AtoD"	"Acyl CoA:acetate/3-ketoacid CoA transferase, alpha subunit"	"Lipid metabolism"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Catenulisporaceae"	"Catenulispora"	"Catenulispora acidiphila"
"gene_id_3810200"	"DL_50_2"	688.665180659417	"50"	"DL"	"2"	"COG0432"	"COG0432"	"COG0432"	"Uncharacterized conserved protein"	"Function unknown"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Kitasatospora"	"Kitasatospora setae"
"gene_id_4263771"	"DL_50_2"	688.665180659417	"50"	"DL"	"2"	"COG4644"	"COG4644"	"COG4644"	"Transposase and inactivated derivatives, TnpA family"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces pactum"
"gene_id_4353012"	"DL_50_2"	688.665180659417	"50"	"DL"	"2"	"pdxT, pdx2"	"COG0311"	"PDX2"	"Predicted glutamine amidotransferase involved in pyridoxine biosynthesis"	"Coenzyme metabolism"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Kitasatospora"	"Kitasatospora setae"
"gene_id_4354790"	"DL_50_2"	688.665180659417	"50"	"DL"	"2"	"COG4695"	"COG4695"	"COG4695"	"Phage-related protein"	"Function unknown"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces autolyticus"
"gene_id_4598001"	"DL_50_2"	688.665180659417	"50"	"DL"	"2"	"UGP2, galU, galF"	"COG1210"	"GalU"	"UDP-glucose pyrophosphorylase"	"Cell envelope biogenesis, outer membrane"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Pseudonocardiaceae"	"Pseudonocardia"	"Pseudonocardia dioxanivorans"
"gene_id_9708145"	"DL_50_2"	688.665180659417	"50"	"DL"	"2"	"AcrR"	"COG1309"	"AcrR"	"Transcriptional regulator"	"Transcription"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Pseudonocardiaceae"	"Amycolatopsis"	"Amycolatopsis methanolica"
"gene_id_11700123"	"DL_50_4"	684.000102798771	"50"	"DL"	"4"	"COG5280"	"COG5280"	"COG5280"	"Phage-related minor tail protein"	"Function unknown"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Pseudonocardiaceae"	"Actinosynnema"	"Actinosynnema mirum"
"gene_id_12636874"	"DL_50_4"	684.000102798771	"50"	"DL"	"4"	"COG5412"	"COG5412"	"COG5412"	"Phage-related protein"	"Function unknown"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Kineosporiaceae"	"Kineococcus"	"Kineococcus radiotolerans"
"gene_id_2456562"	"DL_50_4"	684.000102798771	"50"	"DL"	"4"	"ftsK, spoIIIE"	"COG1674"	"FtsK"	"DNA segregation ATPase FtsK/SpoIIIE and related proteins"	"Cell division and chromosome partitioning"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptosporangiaceae"	"Streptosporangium"	"Streptosporangium roseum"
"gene_id_6643208"	"DL_50_4"	684.000102798771	"50"	"DL"	"4"	"rpoE"	"COG1595"	"RpoE"	"DNA-directed RNA polymerase specialized sigma subunit, sigma24 homolog"	"Transcription"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Catenulisporaceae"	"Catenulispora"	"Catenulispora acidiphila"
"gene_id_11464109"	"DL_5_1"	679.41003383934	"5"	"DL"	"1"	"Gph"	"COG0546"	"Gph"	"Predicted phosphatases"	"General function prediction only"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces sp. 769"
"gene_id_11676784"	"DL_5_1"	679.41003383934	"5"	"DL"	"1"	"NagC"	"COG1940"	"NagC"	"Transcriptional regulator/sugar kinase"	"Transcription / Carbohydrate transport and metabolism"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Kitasatospora"	"Kitasatospora setae"
"gene_id_12255929"	"DL_5_1"	679.41003383934	"5"	"DL"	"1"	"COG0517"	"COG0517"	"COG0517"	"FOG: CBS domain"	"General function prediction only"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Catenulisporaceae"	"Catenulispora"	"Catenulispora acidiphila"
